name,date_published,citation,source,abstract
Restrained Male and Female Occupants in Frontal Crashes: Are We Different?,2013-09-00,International Research Council on Biomechanics of Injury. 2013 Sep. Session S6-1 - Frontal Impacts&#58; IRC-13-98.,http://www.ircobi.org/wordpress/downloads/irc13/pdf_files/98.pdf,"The safety community is questioning the effect of gender on the performance and assessment of occupant protection systems. This study consists of&#58; 1) an investigation of NASS‐CDS data with belted occupants involved in frontal vehicle crashes and 2) a comparison of dummy responses in two matched frontal tests. Because of recent work on a 50<sup>th</sup> female dummy neck, focus was placed on neck responses. An assessment of cervical facet angles was also carried out from computed tomography (CT) scans of 423 adult patients.The NASS‐CDS data showed that the relative risk of being seriously injured was higher in females than in males for crash severities up to 65 km/h. Females had higher overall risks of serious injury in all body regions except for the head and the abdomen. In 25 to 65 km/h crashes, females were more at risk of spine injuries than males. In the matched tests, the normalized results showed overall higher biomechanical responses in the female than in the male dummy, in particular in the neck region. Airbag interaction with the head/neck complex was noted with the female dummy. The CT scan data indicated that the cervical facet angles increased with age, becoming more horizontal. The increase was greater in females than in males. The quantification of anatomical changes associated with gender is needed to improve physical and/or numerical tools used to assess occupant responses and to understand differences in injury patterns."
Morphomic Measurement of the Temporalis Muscle and Zygomatic Bone as Novel Predictors of Hospital-Based Clinical Outcomes in Patients with Mandible Fracture,2013-09-00,J Craniofac Surg. 2013 Sep&#59;24(5)&#58;1577-81. doi&#58; 10.1097/SCS.0b013e3182a12e02.,https://www.ncbi.nlm.nih.gov/pubmed/24036730,"INTRODUCTION Patients with mandibular fracture often have comorbidities and concomitant injuries making the decision for when and how to operate a challenge. Physicians describe &#34;temporalis wasting&#34; as a finding that indicates frailty&#59; however, this is a subjective finding without quantitative values. In this study, we demonstrate that decreased morphomic values of the temporalis muscle and zygomatic bone are an objective measure of frailty associated with increased injury-induced morbidity as well as negative impact on overall hospital-based clinical outcomes in patients with mandible fracture. METHODS Computed tomographic (CT) scans from all patients with a diagnosis of a mandible fracture in the University of Michigan trauma registry and with a hospital admission were collected from the years 2004 to 2011. Automated, high-throughput CT analysis was used to reconstruct the anatomy and quantify morphomic values (temporalis volume, area and thickness, and zygomatic thickness) in these patients using MATLAB v13.0 (MathWorks Inc, Natick, MA, USA). Subsequently, a subset of 16 individuals with a Glasgow Coma Scale of 14 or 15 was analyzed to control for brain injury. Clinical data were obtained, and the association between morphomic measurements and clinical outcomes was evaluated using Pearson correlation for unadjusted analysis and multiple regression for adjusted analysis. RESULTS The mean age of patients in the study was 47.1 years. Unadjusted analysis using Pearson correlation revealed that decreases in zygomatic bone thickness correlated strongly with increases in hospital, intensive care unit, and ventilator days (P &#60; 0.0001, P &#61; 0.0003, and P &#60; 0.0017, respectively). Furthermore, we found that decreases in temporalis mean thickness correlated with increases in hospital and ventilator days (P &#61; 0.0264 and P &#61; 0.0306, respectively). Similarly, decreases in temporalis local mean thickness are significantly correlated with increases in hospital and ventilator days (P &#61; 0.0232 and P &#61; 0.0472, respectively). CONCLUSIONS Decreased thicknesses of the zygomatic bone and temporalis muscle are significantly correlated with higher hospital, ventilator, and intensive care unit days in patients with mandibular fracture receiving reconstructive operations. This morphomic methodology provides an accurate, quantitative means to evaluate craniofacial trauma patient frailty, injury, and outcomes using routinely obtained CT scans. In the future, we plan to apply this approach to determine preoperative risk stratification and assist in surgical planning."
"Variation in the femoral bow&#58; a novel high-throughput analysis of 3,922 femurs on cross-sectional imaging",2013-06-11,J Orthop Trauma. 2013 June 11&#59;28(1)&#58;6-9. doi&#58; 10.1097/BOT.0b013e31829ff3c9.,https://www.ncbi.nlm.nih.gov/pubmed/23799352,"OBJECTIVES To evaluate femoral radius of curvature in a large sample of computed tomography scans to definitively determine the relationship between radius of curvature and femoral length, age, gender, ethnicity, body mass index and cortical thickness. METHODS A retrospective review was conducted of the electronic medical records and advanced imaging of 1961 patients who underwent pulmonary embolism protocol computed tomography scans between December 1999 and March 2010. The computed tomography scans were imported from the clinical picture archiving and communication system archive into a research image archive and analysis system. Each scan was processed by an automated system that algorithmically determined bony landmarks, adjusted for body position within the scanner and measured the radius of curvature. RESULTS The mean medullary radius of curvature of 3922 femurs was 112 cm (SD &#61; 26 cm). The mean anterior radius of curvature of the femurs was 145 cm (SD &#61; 55 cm). There was a moderately strong positive correlation (0.36-0.39) between femoral length and radius of curvature (P &#60; 0.0001) that was not affected by age, body mass index, cortical thickness, gender, or ethnicity. No significant relationship was found between either gender or ethnicity and radius of curvature independent of femoral length. CONCLUSIONS Differences in radius of curvature based on ethnicity and gender exist primarily because of the variation in average height, and therefore femur length, that exists between ethnic groups and genders. These data may prove useful in the design of safer intramedullary implants that accommodate a greater spectrum of anatomic variation."
Age-Based Predictive Model of the Pediatric Ribcage,2013-05-23,International Journal of Automotive Engineering. 2013 May 23. Vol. 5 (2014) No. 1 p. 15-22,https://www.jstage.jst.go.jp/article/jsaeijae/5/1/5_20144186/_pdf,"Ribcage geometry of 327 boys and girls (aged 1-18) was extracted from CT scans, consisting of three dimensional curves fit through the centroidal path of 6306 individual ribs. Each rib was characterized by 7 parameters describing a rib&#39;s in-plane geometry, 2 describing its out-of-plane deviation, and 3 describing the rib orientation relative to anatomical planes. Parameters were predicted by age and gender to fully describe variation in size and shape of rib centroidal geometry as a continuous function following growth throughout childhood. A demographics-based model was also presented describing average ribcage geometry for children of any given age, weight, and height."
Novel application of human morphomics to quantify temporal soft tisues in Pierre Robin and Treacher Collins,2012-06-07,J Craniofac Surg. 2012 June 7&#59;24(1)&#58;158-62. doi&#58; 10.1097/SCS.0b013e3182646411.,https://www.ncbi.nlm.nih.gov/pubmed/23348276,"INTRODUCTION Pierre Robin sequence (PR) and Treacher Collins syndrome (TC) are congenital disorders associated with multiple craniofacial abnormalities. The mandibular malformations linked with these maladies are closely associated with the form and function of the temporalis muscle. Despite these associations, a paucity of research has been directed at quantifying how these malformations affect the tissues of the temporal region. In this paper, we seek to quantify differences in the temporalis muscle and the temporal fat pad using a novel CT-derived analytic program to examine craniofacial morphomic indices within these patient groups in comparison to normal age-matched controls. We posit that the temporalis muscle and temporal fat pad, like other derivatives of the first branchial arch, are hypoplastic in patients with TC and PR compared to age-matched controls. METHODS High-throughput image analysis was used to reconstruct the 3-dimensional (3D) anatomy and quantify morphomic measures of the temporalis muscle and temporal fat pad in children with PR, TC, and age-matched controls. These steps were completed in a semi-automated method using algorithms programmed in MATLAB v13.0. The 3D reconstructions were analyzed in 3 children with PR (6 temporal regions), 3 children with TC (6 temporal regions), and a control group of 19 children (38 temporal regions). We also quantified the same measurements in a localized &#34;core&#34; sample in the area of greatest thickness, providing a more consistent sample of the tissue position. Relationships between the temporal muscle and fat pad values and craniofacial abnormality type were assessed using Wilcoxon nonparametric test using exact distribution, with a P value of less than 0.05 being deemed significant. RESULTS The mean age of our patients was 6.0 years in PR and 4.5 years in TC cohorts. We were able to establish an automated methodology to quantify the temporalis muscle and temporal fat pad based on CT characteristics. Localized temporalis volume and localized temporalis area were significantly smaller in children with PR than in the control group. Total temporalis fat volume and localized temporalis area were significantly less in children with TC than in the control group. When compared to each other, the PR group had small morphomic values compared to TC group. CONCLUSIONS There are significant morphomic differences in the temporalis muscle and the temporal fat pad in children with either PR or TC when compared to age-matched control group which can be measured from pre-existing CT scans. Specifically, both of these test groups show decreases in the morphomic measures of the temporalis region. The quantification of these changes corroborates and objectifies the clinical findings associated with these congenital deformities while simultaneously allowing for preoperative planning. Furthermore, this finding confirms that the hypoplasia seen in these patient populations is not only hypoplasia of the mandible but also of the surrounding functional matrix, which includes the temporalis muscle and temporal fat pad."
The effect of age on fat and bone properties along the vertebral spine,2013-00-00,"SAE Int. J. Trans. Safety 1(2)&#58;226-240, 2013, doi&#58;10.4271/2013-01-1244.",https://saemobilus.sae.org/content/2013-01-1244,"The human body changes as it becomes older. The automotive safety community has been interested in understanding the effect of aging on restraint performance. Recent research has been focused on assessing the structural and material changes associated with age. In this study, structural tissue distribution was determined using the computed tomography (CT) scan data of more than 19,000 patients, aged 16 and up. The data consisted of subcutaneous fat cross-sectional area, visceral fat cross-sectional area, and trabecular bone density taken at each vertebral level. The data was quantified as a function of five age groups with the youngest group defined as 16-29 years old and the oldest group as 75 and up. An additional analysis stratified on gender was carried out. Overall, visceral fat increased with age. Compared to the 16-29 group, the visceral fat measured at the L1 level was 1.97 in the 30-44 group, 2.55 in the 45-59 group, 3.33 in the 60-74 group and 3.21 times greater in the 75&#43; group. Subcutaneous fat also increased with age up to the 60-74-year-old group. The subcutaneous fat measured at L1 level was 1.34 in the 30-44 group, 1.39 in the 45-59 group, 1.38 in the 60-74 group and 1.09 times greater in the 75&#43; group than in the 16-29 group. A significant association between trabecular bone density and age was found. Trabecular bone density in Hounsfield units (HU) decreased as a function of age, by 2.57&#42;age &#43;0.0056&#42;age<sub>2</sub> for females and 2.57&#42;age &#43;0.0082&#42;age<sub>2</sub> for males. Gender differences were also observed. Females had 1.43 times more subcutaneous fat and 1.10 times higher trabecular bone density than males at L1, while males had 1.88 times more visceral fat than females. Females gained more subcutaneous fat at L1 as they increased in age up to the 45-59 group and then progressively lost subcutaneous fat. Males and females gained more visceral fat at L1 as they aged up to the 60-74 group. Both consistently lost bone density at L1 as they grew older. The data was also analyzed for a male subgroup approximating the height and weight of a 50<sup>th</sup> percentile male dummy. Visceral fat increased with age while trabecular bone density decreased. There was an overall-trend for an increase in subcutaneous fat with age. The results obtained in this study provide insight on the quantified effect of bone and fat distribution as a function of age, gender, and vertebral level. Fat and bone distribution needs to be considered in human mathematical models used to develop safety countermeasures for the older population."
Morphometric age and surgical risk,2013-05-00,J Am Coll Surg. 2013 May&#59;216(5)&#58;976-85. doi&#58; 10.1016/j.jamcollsurg.2013.01.052. Epub 2013 Mar 21.,https://www.ncbi.nlm.nih.gov/pubmed/23522786,"BACKGROUND A cornerstone of a surgeon&#39;s clinical assessment of suitability for major surgery is best described as the &#34;eyeball test.&#34; Preoperative imaging may provide objective measures of this subjective assessment by calculating a patient&#39;s morphometric age. Our hypothesis is that morphometric age is a surgical risk factor distinct from chronologic age and comorbidity and correlates with surgical mortality and length of stay. STUDY DESIGN This is a retrospective cohort study within a large academic medical center. Using novel analytic morphomic techniques on preoperative CT scans, a morphometric age was assigned to a random sample of patients having inpatient general and vascular abdominal surgery from 2006 to 2011. The primary outcomes for this study were postoperative mortality (1-year) and length of stay (LOS). RESULTS The study cohort (n &#61; 1,370) was stratified into tertiles based on morphometric age. The postoperative risk of mortality was significantly higher in the morphometric old age group when compared with the morphometric middle age group (odds ratio 2.42, 95&#37; CI 1.52 to 3.84, p &#60; 0.001). Morphometric old age patients were predicted to have a LOS 4.6 days longer than the morphometric middle age tertile. Similar trends were appreciated when comparing morphometric middle and young age tertiles. Chronologic age correlated poorly with these outcomes. Furthermore, patients in the chronologic middle age tertile found to be of morphometric old age had significantly inferior outcomes (mortality 21.4&#37; and mean LOS 13.8 days) compared with patients in the chronologic middle age tertile found to be of morphometric young age (mortality 4.5&#37; and mean LOS 6.3 days, p &#60; 0.001 for both). CONCLUSIONS Preoperative imaging can be used to assign a morphometric age to patients, which accurately predicts mortality and length of stay."
Abdominal aortic calcification and surgical outcomes in patients with no known cardiovascular risk factors,2013-04-00,Ann Surg. 2013 Apr&#59;257(4)&#58;774-81. doi&#58; 10.1097/SLA.0b013e31826ddd5f.,https://www.ncbi.nlm.nih.gov/pubmed/23001086,"INTRODUCTION In the setting of cardiovascular (CV) risk evaluation before major elective surgery, current risk assessment tools are relatively poor for discriminating among patients. For example, patients with clinical CV risk factors can be clearly identified&#59; but among those without appreciated clinical CV risk, there may be a subset with stigmata of CV disease noted during the preoperative radiographic evaluation. Our study evaluated the relationship between abdominal aortic (AA) calcification measured on preoperative computed tomography (CT) imaging and surgical complications in patients undergoing general elective and vascular surgery. We hypothesized that patients with no known CV risk factors but significant aortic calcification on preoperative imaging will have inferior surgical outcomes. METHODS The study group included 1180 patients from the Michigan Surgical Quality Collaborative (MSQC) database who underwent major general or vascular elective surgery between 2006 and 2009 and who had a CT scan of the abdomen specifically for preoperative planning. AA calcification was measured using novel analytic morphomic techniques and reported as a percentage of the total wall area containing calcification. Patients were divided into cohorts by clinical CV risk and extent of AA calcification. Univariate analysis was used to compare postoperative morbidity between patient cohorts. Multivariate logistic regression analysis was used to compare continuous AA calcification with overall morbidity in patients with no clinical CV risk factors. RESULTS AA calcification was strongly skewed to the right (53.5&#37; had no AA calcification) and was significantly correlated with age (ρ &#61; 0.43, P &#60; 0.001). Unadjusted univariate analysis of morbidity showed no significant differences in complication rates between patients in the clinical CV risk and significant AA calcification (no known CV risk factor) categories. The clinical CV risk (P &#60; 0.001) and significant AA calcification without CV risk factors (P &#61; 0.009) populations both had significantly more infectious and overall complications than patients with no AA calcification and no clinical CV risk. Multivariate logistic regression confirmed that AA calcification was a significant predictor of morbidity in patients with no clinical CV risk factors (odds ratio &#61; 1.35, P &#61; 0.017). DISCUSSION This study suggests that AA calcification may be related to progression of CV disease and surgical outcomes. A better understanding of the complex interaction of patient physiology with overall ability to recover from major surgery, using novel approaches such as analytic morphomics, has great potential to improve risk stratification and patient selection."
Novel temporalis muscle and fat pad morphomic analyses aids preoperative risk evaluation and outcome assessment in nonsyndromic craniosynostosis,2013-01-00,J Craniofac Surg. 2013 Jan&#59;24(1)&#58;250-5. doi&#58; 10.1097/SCS.0b013e31827006f5.,https://www.ncbi.nlm.nih.gov/pubmed/23348295,"INTRODUCTION Analytical morphomics is the term we created to describe an innovative, highly automated, anatomically indexed processing of 3D medical imaging data captured during the course of a patients&#39; preoperative CT scan. Our specific aim is to determine the efficacy of craniofacial morphomic indices (CMI) such as temporalis muscle and temporal fat pad morphometric values to predict blood transfusion requirement and hospital stay in a cohort of children with nonsyndromic craniosynostosis (NSC). METHODS High-throughput, semi-automated image analysis was used to reconstruct the 3-dimensional anatomy of the temporalis muscle and temporal fat pad and to quantify CMIs. The prognostic effect of CMI on clinical outcomes were evaluated among all NSC patients and compared across various craniosynostosis subtypes using Wilcoxon nonparametric tests and Kendall's τ to determine significance. RESULTS Using preoperative CT images, we evaluated 117 children with NSC from the University of Michigan Health System. Results demonstrate that increased temporal fat pad volume and local temporalis muscle volume are associated with better clinical outcomes in craniosynostosis patients. More specifically, temporal fat pad volume was shown to be a significant predictor of perioperative blood transfusion requirements (P &#61; 0.0033) and increased temporal muscle volume correlated with decreased hospital stay (P &#61; 0.016) when controlling for other covariates including age, sex, weight, and preoperative hematocrit. In addition, the same significant predictors were found when examining individual subtypes of craniosynostosis. CONCLUSION Our findings demonstrate that maxillofacial CT scans provide a useful quantitative index reflecting general patient health, risk stratification, and probabilities of intervention in addition to their previously established ability to determine the specific pathology of the patient. We demonstrate that temporal morphomics predict the incidence of blood transfusion, hospital stay, and serve as a proxy for fitness in patients undergoing craniosynostosis surgery."
"Quantifying the eyeball test&#58; sarcopenia, analytic morphomics, and liver transplantation",2012-10-00,Liver Transpl. 2012 Oct&#59;18(10)&#58;1136-7. doi&#58; 10.1002/lt.23510.,https://www.ncbi.nlm.nih.gov/pubmed/22821551,Abstract unavailible
"Analytic morphomics, core muscle size, and surgical outcomes",2012-08-00,Ann Surg. 2012 Aug&#59;256(2)&#58;255-61. doi&#58; 10.1097/SLA.0b013e31826028b1.,https://www.ncbi.nlm.nih.gov/pubmed/22791101,"OBJECTIVE Assess the relationship between lean core muscle size, measured on preoperative cross-sectional images, and surgical outcomes. BACKGROUND  Novel measures of preoperative risk are needed. Analytic morphomic analysis of cross-sectional diagnostic images may elucidate vast amounts of patient-specific data, which are never assessed by clinicians. METHODS The study population included all patients within the Michigan Surgical Quality Collaborative database with a computerized tomography(CT) scan before major, elective general or vascular surgery (N &#61; 1453). The lean core muscle size was calculated using analytic morphomic techniques. The primary outcome measure was survival, whereas secondary outcomes included surgical complications and costs. Covariate adjusted outcomes were assessed using Kaplan-Meier analysis, multivariate cox regression, multivariate logistic regression, and generalized estimating equation methods. RESULTS The mean follow-up was 2.3 years and 214 patients died during the observation period. The covariate-adjusted hazard ratio for lean core muscle area was 1.45 (P &#61; 0.028), indicating that mortality increased by 45&#37; per 1000 mm(2) decrease in lean core muscle area. When stratified into tertiles of core muscle size, the 1-year survival was 87&#37; versus 95&#37; for the smallest versus largest tertile, whereas the 3-year survival was 75&#37; versus 91&#37;, respectively (P &#60; 0.003 for both comparisons). The estimated average risk of complications significantly differed and was 20.9&#37;, 15.0&#37;, and 12.3&#37; in the lower, middle, and upper tertiles of lean core muscle area, respectively. Covariate-adjusted cost increased significantly by an estimated &#36;10,110 per 1000 mm(2) decrease in core muscle size (P &#61; 0.003). CONCLUSIONS Core muscle size is an independent and potentially important preoperative risk factor. The techniques used to assess preoperative CT scans, namely analytic morphomics, may represent a novel approach to better understanding patient risk."
Use of Temporal Morphomic Indices as a Clinically Important Variable in the Diagnosis of Nonsyndromic Craniosynostosis,2012-07-31,Ann Plast Surg. 2012 Jul 31&#59;73(1)&#58;86-91. doi&#58; 10.1097/SAP.0b013e31826caf8d.,https://www.ncbi.nlm.nih.gov/pubmed/24918738,"INTRODUCTION Preoperative computed tomography (CT) evaluation of patients with nonsyndromic craniosynostosis (NSC) has focused on the bony cranial vault while ignoring the surrounding soft tissues. In this study, we posit that novel CT-derived temporal muscle and temporal fat pad morphomics (tissue thickness, area, and volume) can be used to calculate temporal morphomic indices (TMIs), which are unique to each NSC subtype (metopic, coronal, and sagittal) and divergent from normal individuals. METHODS High-throughput image analysis was used to reconstruct the 3-dimensional anatomy and quantify a TMI. These steps were completed in a semiautomated method using algorithms programmed in MATLAB v13.0. Differences in TMI across various craniosynostosis subtypes were assessed using Wilcoxon nonparametric tests for both patients with NSC and a control cohort of patients with trauma. RESULTS Using preoperative CT images, we evaluated 117 children with NSC from the University of Michigan Health System and 50 age-matched control patients between 1999 and 2011. Results indicate significant differences in TMI among the normal and NSC groups, with normal patients having significantly higher TMI values than patients with metopic, sagittal, and coronal synostosis. In addition, significant differences were found to exist between each craniosynostosis category. CONCLUSIONS Patients with craniosynostosis demonstrate diminished temporalis muscle and overlying fat pad volume and thickness compared with control patients. The unique changes in temporal morphomics presented in this article demonstrate not only that the bony calvaria is affected by craniosynostosis but also that there exist quantifiable aberrations in the temporalis muscle and temporal fat pad. The methodologies described offer a novel methodology to use pre-existing CT scans to glean additional preoperative information on the soft tissue characteristics of patients with craniosynostosis."
Worsening central sarcopenia and increasing intra-abdominal fat correlate with decreased survival in patients with adrenocortical carcinoma,2012-07-00,World J Surg. 2012 Jul&#59;36(7)&#58;1509-16. doi&#58; 10.1007/s00268-012-1581-5.,https://www.ncbi.nlm.nih.gov/pubmed/22526034,"BACKGROUND Accurate prediction of survival from adrenocortical carcinoma (ACC) is difficult and current staging models are unreliable. Central sarcopenia as part of the cachexia syndrome is a marker of frailty and predicts mortality. This study seeks to confirm that psoas muscle density (PMD), lean psoas muscle area (LPMA), lumbar skeletal muscle index (LSMI), and intra-abdominal (IA) or subcutaneous fat (SC) can be used in combination to more accurately predict survival in ACC patients. METHODS PMD, LPMA, IA, and SC fat were measured on serial CT scans of patients with ACC. Clinical outcome was correlated with quantitative data from patients with ACC and analyzed. A linear regression model was used to describe the relationship between PMD, LPMA, LSMI, IA, and SC fat, time to recurrence, and length of survival according to tumor stage. RESULTS One hundred twenty-five ACC patients (94 females) were treated from 2005 to 2011. Significant morphometric predictors of survival include PMD, LPMA, and IA fat (p &#8804; 0.0001, &#8804; 0.0024, &#60;0.0001, respectively) and improve prediction of survival compared to using stage alone. A 100-mm(2) increase in LPMA confers an 8&#37; lower hazard of death. LSMI does not change significantly between stages (p &#61; 0.3196). CONCLUSION Decreased PMD, LPMA, and increased IA fat suggest decreased survival in ACC patients and correlate with traditional staging systems. A more precise prediction of survival may be achieved when staging systems and morphometric measures are used in combination. Serial measurements of morphometric data are possible. The rate of change of these variables over time may be more important than the absolute value."
Morphomic Analysis of Cervical Facet Angles,2012-05-00,JSAE Annual Congress. 2012 May&#59; J-GLOBAL ID&#58; 201202221899258995.,http://jglobal.jst.go.jp/en/detail?JGLOBAL_ID=201202221899258995&q=Morphomic%20Analysis%20of%20Cervical%20Facet%20Angles&t=2,"Different vertebral facet angles in pediatric versus adult necks may explain their disparate biomechanical tolerance and motion under physical loading. We analyzed CT scans of the neck using novel semi-automated image processing software algorithms to characterize the morphology of each cervical vertebra, including precise measurement of facet angle relative to other vertebral landmarks. We observe clear and very significant changes in facet angle with aging for C2 through C7. These findings are useful, when analyzed in conjunction with vehicle crash and injury data, to identify occupant specific factors that may contribute to motor vehicle crash injury tolerance in live subjects."
Detailed measurement of Vehicle Occupants,2012-05-00,JSAE Annual Congress. 2012 May&#59; J-GLOBAL ID&#58; 201202249029876016.,http://jglobal.jst.go.jp/en/detail?JGLOBAL_ID=201202249029876016&q=detailed%20measurement%20of%20vehicle%20occupants&t=0,"Occupants of vehicles involved in motor vehicle collisions vary substantially in body stature and condition. This variability contributes substantially to differences in injury severity and patterns in the real world. Demographic factors such as age, gender, height and weight are insufficient to describe human variability. We analyzed CT scans of trauma and control populations to measure the anthropometry and tissue quality of different body regions. We observe very significant variability which we have referenced to a large population of 50&#37;ile males. These findings are useful to identify occupant specific factors that contribute to motor vehicle crash injury."
Sarcopenia as a Prognostic Factor among Patients with Stage III Melanoma,2011-12-00,Ann Surg Oncol. 2011 Dec&#59;18(13)&#58;3579-85. doi&#58; 10.1245/s10434-011-1976-9. Epub 2011 Aug 6.,https://www.ncbi.nlm.nih.gov/pubmed/21822551,"BACKGROUND Several hypotheses proposed to explain the worse prognosis for older melanoma patients include different tumor biology and diminished host response. If the latter were true, then biologic frailty, and not age, should be an independent prognostic factor in melanoma. METHODS Our prospective institutional review board (IRB)-approved database was queried for stage III patients with computed tomography (CT) scans at time of lymph node dissection (LND). Psoas area (PA) and density (PD) were determined in semi-automated fashion. Kaplan-Meier (K-M) survival estimates and Cox proportional-hazard models were used to determine PA and PD impact on survival and surgical complications. RESULTS Among 101 stage III patients, PD was significantly associated with both disease-free survival (DFS) (P &#61; 0.04) and distant disease-free survival (DDFS) (P &#61; 0.0002). Cox multivariate modeling incorporating thickness, age, ulceration, and N stage showed highly significant association with PD and both DFS and DDFS. DDFS was significantly associated with Breslow thickness (P &#61; 0.04), number of positive nodes (P &#61; 0.001), ulceration (P &#61; 0.04), and decreasing muscle density (P &#61; 0.01), with hazard ratio of 0.55 [95&#37; confidence interval (CI) 0.35-0.87]. PD also correlated with surgical complications, with odds ratio (OR) of 1.081 [95&#37; CI 1.016-1.150, P &#61; 0.01]. CONCLUSIONS Decreased psoas muscle density on CT, an objective measure of frailty, was as important a predictor of outcome as tumor factors in a cohort of stage III melanoma patients. On multivariate analysis, frailty, not age, was associated with decreased disease-free survival and distant disease-free survival, and higher rate of surgical complications."
Development of a quantitative method for the diagnosis of cirrhosis,2011-12-00,Scand J Gastroenterol. 2011 Dec&#59;46(12)&#58;1468-77. doi&#58; 10.3109/00365521.2011.613946. Epub 2011 Oct 13.,http://www.ncbi.nlm.nih.gov/pubmed/21992231,"OBJECTIVE To develop a novel non-invasive, quantitative approach utilizing computed tomography scans to predict cirrhosis. MATERIALS AND METHODS A total of 105 patients (54 cirrhosis and 51 normal) who had CT scans within 6 months of a liver biopsy or were identified through a Trauma registry were included in this study. Patients were randomly divided into the training set (n &#61; 81) and the validation set (n &#61; 24). Each liver was segmented in a semi-automated fashion from a computed tomography scan using Mimics software. The resulting liver surfaces were saved as a stereo lithography mesh into an Oracle database, and analyzed in MATLAB(&#174;) for morphological markers of cirrhosis. RESULTS The best predictive model for diagnosing cirrhosis consisted of liver slice-bounding box slice ratio, the dimensions of the liver bounding box, liver slice area, slice perimeter, surface volume and adjusted surface area. With this model, we calculated an area under the receiver operating characteristic curve of 0.90 for the training set, and 0.91 for the validation set. For comparison, we calculated an area under the receiver operating characteristic curve of 0.70 for our dataset when we used the lab value based aspartate aminotransferase-platelet ratio index, another reported model for predicting cirrhosis. Last, by combining the aspartate aminotransferase-platelet ratio index and our model, we obtained an area under the receiving operating characteristic of 0.95. CONCLUSION This study shows &#34;proof of concept&#34; that quantitative image analysis of livers on computed tomography scans may be utilized to predict cirrhosis in the absence of a liver biopsy."
A quantitative tool to assess degree of sarcopenia objectively in patients with hypercortisolism,2011-12-00,Surgery. 2011 Dec&#59;150(6)&#54;1178-85. doi&#54; 10.1016/j.surg.2011.09.020.,http://www.ncbi.nlm.nih.gov/pubmed/22136838,"BACKGROUND Muscle weakness and wasting are known manifestations of hypercortisolism (HC). Central sarcopenia is a marker of frailty and predicts mortality. The hypothesis of this study is that central sarcopenia can be used as a marker of disease severity and frailty in patients with HC. METHODS Psoas muscle area and psoas muscle density (PMD) were measured at specific points on CT scans of patients with HC using a defined protocol. We compared 24-hour urine cortisol (24HUC) levels by time point to each CT scan. A linear regression model was used to describe the relationship between 24HUC and morphometric variables. A comparison with matched non-HC patients was performed. RESULTS We identified 45 patients (34 female). The median age was 46 years (range, 14-80)&#59; the median 24HUC was 211 mg/dL (range, 9.5-39,500)&#59; the median PMD was 50.1 24HUC (range, 20-72). An inverse correlation (-0.29) between 24HUC levels and PMD was noted (P &#61; .045). Intra-abdominal fat was also significantly and positively correlated with 24HUC&#58; 27 non-HC patients matched for age, sex, and body-mass index showed higher (58 vs 51) PMD (P &#61; .0127) compared to those with HC. CONCLUSION PMD and intra-abdominal fat are significantly related to 24HUC levels. Morphometric measures of the overall burden of HC may allow more precise assessment of disease severity."
Patterns of acetabular femoral head coverage,2011-11-00,Stapp Car Crash J. 2011 Nov&#59;55&#58;479-90.,https://www.ncbi.nlm.nih.gov/pubmed/22869319,"The size and shape of the acetabulum and of the femoral head influence the injury tolerance of the hip joint. The aim of this study is to quantify changes in acetabular cup geometry that occur with age, gender, height, and weight. Anonymized computed tomography (CT) scans of 1,150 individuals 16&#43; years of age, both with and without hip trauma, were used to describe the acetabular rim with 100 equally spaced points. Bilateral measurements were taken on uninjured patients, while only the uninjured side was valuated in those with hip trauma. Multinomial logistic regression found that after controlling for age, height, weight, and gender, each 1 degree decrease in acetabular anteversion angle (AAA) corresponded to an 8 percent increase in fracture likelihood (p&#60;0.001). Age, weight, and gender were found to influence anteversion angle significantly, with each 10 years in age increasing AAA by 1.07 degrees, each 10 kg of weight decreasing AAA by 0.45 degrees, and being female resulting in 1.42 degrees greater AAA than males. Height was not found to relate significantly to AAA after other anthropometric factors were controlled for. Height, age, and weight, however, correlated with femoral head radius, thus establishing a relationship with acetabular rim size independent of rim shape. A parametric model of the 3D acetabular rim landmark points is reported, allowing for the creation of individualized acetabular geometry for any given age, gender, height, and weight. A custom-built tool to produce such geometry programmatically is also provided."
